Iteracion,Tasa llegada,Tasa servicio
250,24,18.866713214666877
251,21,20.68359464933782
252,16,19.851097718350413
253,16,21.579555124783596
254,18,20.09592079159307
255,17,20.028450452367522
256,18,19.12421201987258
257,18,19.050601788936497
258,15,20.102464319423458
259,12,18.71898138630366
260,13,19.47669344414061
261,12,19.079288865542573
262,10,19.1726605467245
263,13,20.80734034787679
264,17,18.426767734948992
265,12,19.503806495208956
266,14,20.63141331608963
267,17,19.68481108062589
268,18,19.55040092699595
269,16,21.40582102684048
270,8,20.587684041419543
271,6,20.517232902370704
272,8,18.706945881724806
273,17,21.463464257045917
274,17,19.708246160421435
275,19,20.13511210308514
276,13,19.760577852400182
277,15,19.806465638521672
278,13,20.819667035985443
279,7,19.763418174924904
280,25,19.585855952571194
281,13,20.517238895772437
282,10,20.04956134443774
283,20,19.229317413363496
284,12,20.457986600826455
285,19,20.506139015698597
286,23,21.0571561440744
287,20,19.958796177847717
288,15,18.519197047685793
289,21,19.471617380845878
290,15,19.947257567635088
291,17,19.2940341045018
292,18,19.48569252715292
293,15,20.60064932268871
294,18,20.735412048014734
295,15,20.685839145379497
296,17,20.303429923686767
297,14,20.088626441109874
298,15,19.181621288911956
299,15,19.6091042759381
300,14,20.2939371882656
301,10,20.286073572739657
302,12,20.331247263934586
303,18,20.368714819834214
304,20,18.983817525484994
305,21,20.432603229712246
306,19,19.896870901442682
307,13,20.006075153078356
308,21,19.631549071828047
309,11,19.279816886003157
310,11,19.538652523064144
311,25,21.112116476602676
312,15,20.33730112183327
313,11,20.01159145967622
314,14,20.69164716004186
315,19,21.566869674474503
316,21,20.028724608261996
317,14,20.694672303408947
318,13,20.324047945058293
319,17,20.66844387634072
320,14,18.708789244153607
321,8,20.547484543645698
322,17,20.204560099863084
323,21,20.42095137491262
324,18,19.74853092353266
325,18,19.209781877835383
326,20,19.727709101755316
327,12,18.89661524866789
328,20,19.637317438080228
329,15,20.411525932834788
330,16,20.48839514785622
331,11,18.758851482069204
332,14,19.859945325317582
333,13,20.255236190509667
334,19,19.39609212934203
335,7,20.08909946042058
336,15,19.775131474773968
337,13,19.495452222687124
338,14,21.79433603046522
339,16,19.73996118842936
340,14,19.387385702539156
341,18,20.47949002123249
342,19,20.714739889998604
343,24,19.827477077541946
344,18,19.450609395464184
345,11,19.770112982287337
346,15,19.45671647508855
347,15,20.36986615438166
348,15,19.549736099110746
349,16,20.048744145193126
350,17,20.319228445935636
351,17,19.62907486196964
352,16,20.326833576058696
353,16,20.81871167127849
354,20,19.254465724707295
355,22,21.09262427054115
356,13,21.11909279275244
357,15,20.327108229357766
358,19,19.53126860770687
359,15,19.369594236987385
360,14,20.419779504529895
361,16,20.350667554397706
362,16,20.233827674758835
363,8,19.76593026252721
364,14,20.535992495903646
365,20,18.285215523944313
366,21,21.47478081651438
367,17,21.579904706108405
368,20,20.525711590640572
369,15,20.24624666572873
370,15,19.810850572291013
371,10,20.636001275887246
372,15,20.022907678397775
373,14,20.6428567312596
374,15,20.109362484536163
375,13,20.818355198960933
376,17,20.40341413430532
377,16,19.911205120511227
378,13,20.195969811743673
379,20,20.062997482230724
380,16,19.880459677178624
381,14,20.056107976882302
382,17,20.016079449212373
383,13,21.361580277460146
384,16,20.378360748036048
385,14,20.806700904277303
386,10,18.86984131229736
387,10,19.752236655103417
388,20,20.156437777428426
389,18,19.90695961595663
390,15,20.380993953321564
391,22,20.175042024730335
392,15,21.222206121427533
393,10,20.178621220630596
394,19,19.233176033613784
395,17,19.700679821985755
396,22,21.17914562787117
397,16,18.335848856494607
398,19,21.054721295929443
399,12,20.827265979281165
400,13,19.93279583836334
401,24,19.307175209372097
402,17,21.186031721770433
403,17,20.052907959790794
404,19,19.818926039984323
405,13,19.29600481898592
406,17,20.381419037714313
407,13,19.80208384990455
408,16,21.09985227078077
409,23,20.52465813207903
410,9,21.720418202097846
411,11,20.01002769762434
412,18,19.784593830066502
413,16,20.395217907670872
414,18,20.60389326889916
415,19,20.367569325912616
416,23,19.68275333963
417,10,20.294819391798292
418,14,19.087440533408056
419,9,20.94288704651531
420,16,19.442592570625987
421,24,20.53813876059199
422,12,19.678170942925867
423,13,19.896418027349196
424,21,21.591908429050733
425,19,17.972813379605807
426,12,19.827356801618084
427,11,18.691691906454587
428,22,20.42536539245212
429,13,19.61471788632903
430,19,17.95138021967231
431,13,19.75506261860152
432,16,20.770881781437556
433,18,20.478775013295202
434,13,20.224940283574185
435,16,19.664363222562567
436,9,20.318606314531024
437,15,20.07345377433687
438,17,20.49734264535436
439,24,20.39982327001913
440,9,19.54357853540264
441,13,19.54505045974368
442,16,20.262853370298867
443,18,19.66486813169843
444,12,19.656727460058306
445,8,20.442825639885488
446,16,19.97042516630114
447,16,20.313937940196055
448,19,20.74758759086476
449,14,19.34911391167454
450,18,19.971290009310803
451,13,20.22815720882544
452,14,19.639521690954282
453,22,20.758750892457506
454,16,20.276371043127714
455,20,20.46286509923081
456,12,19.601999384567133
457,16,19.997538280179064
458,13,19.149014971356987
459,24,19.294993170297005
460,16,20.825411064705477
461,15,20.51492421460071
462,13,21.17523771138118
463,14,20.66913105379276
464,16,20.588056513352825
465,12,19.555888818337475
466,22,19.075423053498522
467,13,21.20855025857582
468,12,19.963030336173
469,18,19.253481631033363
470,15,19.759166090599606
471,23,20.221230063013042
472,14,20.741264748373847
473,13,20.929626326615594
474,20,19.119614562675036
475,19,19.274832000944098
476,22,19.235433129582884
477,16,20.228514883860047
478,8,19.725289669480944
479,18,19.82839321496813
480,11,19.78344119946857
481,13,20.534653580972275
482,15,20.451344175270485
483,21,19.823387751268548
484,31,20.421960229469065
485,19,19.50215482113028
486,17,20.792628931335788
487,16,20.144016543818772
488,20,20.04007513138467
489,16,19.923394173761302
490,11,20.348818657640095
491,14,19.7273632713596
492,13,19.669794024650894
493,25,20.380158786267316
494,19,18.810833199052077
495,14,21.956425496533953
496,19,19.9860388868771
497,13,20.553231617858643
498,16,20.86184645249492
499,19,19.54880362836447
500,15,19.777954615461734
501,13,19.714330327340722
502,22,19.054606603461682
503,13,19.841809811264937
504,18,18.53110067397194
505,15,20.592461757953004
506,16,20.365004884538344
507,14,19.560337292012953
508,17,19.53171474810532
509,11,19.230261470007616
510,15,19.074727507196386
511,13,20.7188215091143
512,17,19.75510611871536
513,15,19.715992944649347
514,18,19.741041693149313
515,5,20.304176506365536
516,14,18.90701647017654
517,14,19.63434948036968
518,19,19.771447326169895
519,17,19.766069679905215
520,10,19.893515346924634
521,15,20.245160401474283
522,18,19.54184393836611
523,19,19.535044425370877
524,15,20.35231565881658
525,20,20.13325617496794
526,16,20.156124408482444
527,17,19.779471497448306
528,19,20.226622416543258
529,18,19.26419822916586
530,21,19.84322860279655
531,16,18.93319060276636
532,18,20.227160679227165
533,14,21.140310314563077
534,16,19.34384937116298
535,11,19.486782554454678
536,16,19.773275775813552
537,12,19.68015155976294
538,16,19.386027457929906
539,23,19.980548581737388
540,18,20.05216256533501
541,15,19.090615569191996
542,17,21.024473910955585
543,21,19.710698568946178
544,14,19.845598913288022
545,11,18.603997543802958
546,8,20.406936035311322
547,14,21.187669812009794
548,12,20.206752338825726
549,15,20.175175916959013
550,16,19.76738120815667
551,15,20.517737117023295
552,15,19.714658125527905
553,19,21.303032334992942
554,19,20.28254210815852
555,14,20.67508296586822
556,12,20.84180359174006
557,18,19.829311092776035
558,15,20.338831965591343
559,16,20.034937058226532
560,18,19.698729730013383
561,16,19.810142671991724
562,13,19.628181193647116
563,15,20.423351598813344
564,14,20.79631462415827
565,22,19.08097565209106
566,20,19.385011852947198
567,15,20.48590182360852
568,15,20.419653178653803
569,10,19.430174350664092
570,17,20.15864032817926
571,17,20.880468497188385
572,16,19.465105367649763
573,14,20.35379228368446
574,12,19.97027713341594
575,18,18.880925999308957
576,9,20.475266146983653
577,17,20.52162583563656
578,20,20.637944003624263
579,16,20.796894650514155
580,26,20.662580339382522
581,14,20.498591581454363
582,11,21.000534917892896
583,10,20.255249884544877
584,21,19.72276851424132
585,19,20.238873127485117
586,22,19.52670814691211
587,18,20.31406973575215
588,11,21.90704154521018
589,19,20.39204739400944
590,15,20.18715164812604
591,19,19.912927943089066
592,15,19.602119342644887
593,19,19.2464793710516
594,18,18.780384963030638
595,13,19.182193450068674
596,15,19.196728928605744
597,18,20.394249331684513
598,14,19.833915685923614
599,11,20.330380932273663
600,10,19.274525280706587
601,20,20.077402269463082
602,12,20.214681317195243
603,10,21.62221427472806
604,7,20.42679672767357
605,15,19.895210948599484
606,15,21.24795506617588
607,10,18.738017374708328
608,15,20.683208740166016
609,18,20.689814224290313
610,10,19.42054146433827
611,20,20.37780180376998
612,14,19.701113606110518
613,24,20.48067758003814
614,17,19.330739659997544
615,10,19.392199888404758
616,19,20.82042791396911
617,18,20.128620717185182
618,15,20.873278365729874
619,12,19.37436667371722
620,17,20.228407812115428
621,15,20.657134847831344
622,17,19.65191502645934
623,14,18.952794863289853
624,14,21.1001774609323
625,17,18.74100349092404
626,15,20.20410340675485
627,19,20.902676751127554
628,15,19.902090257126794
629,25,20.169921984805896
630,15,19.900899090969695
631,16,20.299684821159673
632,14,20.17525249207147
633,18,18.847283073949505
634,11,20.521861601959614
635,17,19.481765375130404
636,20,20.287987340879155
637,15,20.405988425914856
638,14,21.140183065345905
639,18,20.76858684050015
640,17,19.869388031181046
641,16,20.224601542378362
642,12,18.966056482192673
643,28,19.46256615177098
644,27,21.397299580673685
645,15,20.644730739696058
646,24,20.383157469697437
647,13,19.909262289513908
648,24,19.77927275995177
649,25,19.846305932791783
650,15,19.494701831078142
651,20,18.894733290642794
652,21,19.167302296708467
653,16,19.69411030484404
654,19,20.5695205702623
655,18,19.479256649293056
656,15,20.796164730337402
657,9,19.628696652994343
658,16,20.43780134536232
659,11,19.937710714815363
660,15,19.93927441933411
661,15,20.500287263751122
662,14,18.756260790626342
663,22,19.41567586169739
664,21,20.947447393769057
665,9,20.649768357684373
666,17,19.718156304850424
667,13,19.759042488294085
668,17,20.81350340783486
669,10,20.020092798291696
670,16,19.902624073154822
671,13,19.649749723863682
672,6,20.32396743243933
673,10,20.455725338498855
674,19,19.412810319392893
675,18,19.95047831365972
676,16,20.08221422808701
677,12,18.89670151871055
678,24,19.27011948094501
679,20,19.728405179963985
680,9,18.711929693383482
681,14,20.962648579538776
682,22,18.71310597676357
683,16,20.296037513134
684,23,18.834807452588116
685,20,19.00295664131204
686,11,19.022029367493317
687,11,21.2653122955807
688,15,19.128440059398038
689,19,20.22636040342362
690,20,19.361733121493888
691,22,19.703335979558148
692,10,20.58327988664223
693,13,19.600033177267996
694,15,21.772427717736488
695,15,19.736546931775916
696,21,19.845341427472288
697,19,19.45643109692578
698,18,18.63367729019278
699,17,19.317088795173767
700,19,20.054644524834696
701,12,19.32718399418785
702,13,20.614646655516186
703,16,20.510268051317958
704,16,19.01198209907321
705,13,19.73913740115487
706,20,20.512497647463338
707,25,19.997931125145264
708,15,19.278846267968124
709,16,19.181116449329902
710,14,19.81413424578315
711,13,20.662661798169793
712,17,18.53144765403661
713,16,20.52984826632087
714,18,18.795422714381683
715,12,19.413686291989173
716,12,21.0235961533821
717,13,20.060301478499287
718,18,19.627582671614014
719,14,20.441627552353737
720,13,19.206953143641325
721,16,20.779586419335093
722,11,21.38227379462564
723,22,20.313106218971196
724,15,19.983956878415878
725,17,20.594563586804256
726,14,20.962728237817487
727,11,19.01283486787208
728,10,20.754954291385985
729,18,20.407451283005507
730,15,20.169484565531878
731,18,20.527683252889062
732,17,20.502877239805184
733,23,20.584611788697323
734,15,20.12630532992363
735,14,20.909543735620638
736,10,20.70923427459405
737,11,20.78531979952607
738,20,19.72529574900327
739,14,20.125225052932787
740,13,19.166082550266612
741,15,19.654729038680205
742,15,20.54697690211747
743,14,20.30043689654806
744,11,20.88112443382119
745,13,19.212548363289866
746,19,20.263019577831894
747,16,20.093893673512557
748,18,20.207226744000984
749,15,20.998696911836017
750,14,18.579276002615728
751,17,19.699187623580247
752,13,20.592932139745262
753,17,18.872627714869978
754,26,19.706317651540388
755,13,19.834145041153917
756,16,19.972455960467606
757,15,20.121565397302554
758,15,20.265734341461418
759,13,19.771652790295388
760,17,20.135418780184786
761,15,20.134585807578954
762,17,20.918081394540017
763,13,20.3843746620522
764,14,19.754251866290538
765,17,19.92666438485441
766,13,18.837461172127
767,9,19.104932742652938
768,21,20.060382459203524
769,11,19.908397497234752
770,18,20.141629982980973
771,17,20.023932737064662
772,18,20.334524566605495
773,15,19.674241622807667
774,15,19.173426736543906
775,8,19.199320023093076
776,17,20.598303772212013
777,21,19.720126452788453
778,12,20.10358516398834
779,13,19.45783279527613
780,17,21.64200278827588
781,16,19.276881226109104
782,12,19.225655434977597
783,7,19.204068345864687
784,18,19.85833718507741
785,14,19.803530153268152
786,19,19.670480654771534
787,14,19.64899081005848
788,13,19.37030834003057
789,20,20.891017301356964
790,13,20.876251494874843
791,17,21.460952098552983
792,16,19.51085379256343
793,18,21.22218163928466
794,18,20.530020230131232
795,9,20.00010834921714
796,14,20.03691993760618
797,20,20.140069441891907
798,17,20.67101128917312
799,14,21.224512004143186
800,7,19.21426237605811
801,14,18.457592765404367
802,22,20.13223094855215
803,16,19.851216642104244
804,18,19.954428581208763
805,18,20.787466339358065
806,16,19.73818620062302
807,19,21.098496474238303
808,22,19.76651819646436
809,11,20.438187796446005
810,15,19.905809638538305
811,13,19.441962374115494
812,12,19.171125414499034
813,14,19.63770251778124
814,14,20.74999037112143
815,25,19.955985761593688
816,20,19.84473583814631
817,11,20.19414932424867
818,23,20.590445235928936
819,12,19.682595418434744
820,13,19.691725753402963
821,19,19.792215172329207
822,16,19.45500490958859
823,12,20.34086425546955
824,21,19.185502832520132
825,16,21.02627442527893
826,20,19.789283085321006
827,17,21.127504369988092
828,18,20.31368137669471
829,19,19.53951628279384
830,20,19.09862654099437
831,23,18.54718183671658
832,17,20.34024009156921
833,22,21.21043171158267
834,13,21.28922068738914
835,18,19.785085456278118
836,16,20.41494787871199
837,17,19.744142024219254
838,11,19.91893627440937
839,14,20.851676095014806
840,22,21.042618599324783
841,16,21.40766692998187
842,19,21.14007436324617
843,16,19.45190022171216
844,16,20.253482710039137
845,13,20.87614172938946
846,15,19.626805020802372
847,13,20.386412255527294
848,16,19.656358995601103
849,14,20.78872115137177
850,14,20.033753418409155
851,18,21.045055577670823
852,11,20.706457000506827
853,13,19.850868496080746
854,14,19.949271320300163
855,26,20.25120350927707
856,23,20.076681800416846
857,20,20.49232757170919
858,12,20.657054748233186
859,10,20.056752457054987
860,17,20.727962003724873
861,13,20.332848734266367
862,19,20.750847526468363
863,10,21.729310424507023
864,16,19.65655745895816
865,7,19.049125252501835
866,23,19.43142188337532
867,17,20.201807356504656
868,20,20.284432724756158
869,11,19.370602114613945
870,20,20.49104001781868
871,20,19.86679289692881
872,23,20.973591840323984
873,22,19.02922568018846
874,12,19.873982821147244
875,12,20.10608173815215
876,26,20.838522384749005
877,13,18.893902203257955
878,19,20.438871931546295
879,10,19.403970440503116
880,14,19.931120693378777
881,13,19.799107437505544
882,23,18.596177961415812
883,16,19.101746203875628
884,13,19.008940327989336
885,14,19.26224972793539
886,21,19.31860723816763
887,14,19.28089900103227
888,9,19.738674671824448
889,25,18.483435652841557
890,14,21.116150404589842
891,20,19.864720349078148
892,15,19.85768129812501
893,24,19.603794413687606
894,16,19.75179677117135
895,15,20.358495385723522
896,13,20.28051168276937
897,15,19.02963195376803
898,14,19.69679475994891
899,14,19.88852335926284
900,20,21.339510738334766
901,17,19.23414554991928
902,20,19.793380813426555
903,14,19.42285328148744
904,15,20.093252838193866
905,14,20.34609679967693
906,24,21.450395855238792
907,17,19.459879855238714
908,12,20.246567302175922
909,14,20.235136323597917
910,15,20.04807454037401
911,15,18.821393792060892
912,22,20.274288012573138
913,19,19.27077420390025
914,18,18.76864461740794
915,18,20.70234890087666
916,17,19.648041295123942
917,14,20.889303829250053
918,14,20.691763334928226
919,20,18.490286170380656
920,16,20.395536858062545
921,15,19.64524176558126
922,18,19.102293956759244
923,10,20.387789866592204
924,19,20.424013252734177
925,17,20.39963116035966
926,14,19.950397193539565
927,13,19.42000432063791
928,17,19.859929580072123
929,14,20.517599366695045
930,16,19.53215312689551
931,14,19.11903825857848
932,15,20.86330426604973
933,17,21.332148657686737
934,15,17.969654385927228
935,10,19.235218026375698
936,18,20.260696556859155
937,21,20.22803295144603
938,25,20.63480090807802
939,18,20.662730091949946
940,12,20.72284594916069
941,11,21.822953307217407
942,15,19.21410513708424
943,10,20.73365998524265
944,16,19.973296743177055
945,17,20.73613107234782
946,17,19.998783071763572
947,13,19.23100322322694
948,16,21.58103287780524
949,9,19.536457741464215
950,10,19.729043329243304
951,19,19.687573980802384
952,13,18.579658432084155
953,18,19.498877234373484
954,17,21.620065290550507
955,17,18.485216438480997
956,12,19.810607915015787
957,13,19.27461169924114
958,19,19.947677445352724
959,18,19.534003503155862
960,14,20.482909098029033
961,12,21.635216323833514
962,12,20.179135330211277
963,15,20.69447208399966
964,9,19.61879480883154
965,11,19.988021690600235
966,16,20.207899341681248
967,23,21.24885457435773
968,20,20.20909173263657
969,14,20.079650220045444
970,13,21.523406835387895
971,15,19.555401699299452
972,25,20.89331205321645
973,15,19.200337282392535
974,13,19.525271150843682
975,17,20.061910941489817
976,11,19.446068066020413
977,20,19.544305091539396
978,14,19.771497248889236
979,18,20.15272841524625
980,13,19.042663755395786
981,18,19.50441620906009
982,9,20.06549204007893
983,13,19.94782652539281
984,15,19.574214879798063
985,11,20.011224538621953
986,13,20.565833925695188
987,24,19.590674167877697
988,17,19.875184930703423
989,13,19.654688214970456
990,15,21.0920830071064
991,20,19.732508868845333
992,11,21.69988758028565
993,13,21.52166983128878
994,22,20.228797243826563
995,18,19.729853437774235
996,19,19.355915359118498
997,18,19.41108899794179
998,14,19.874953579591335
999,16,21.033155782015996
1000,19,19.593326029246313
1001,20,21.02680213975497
1002,13,20.77033298360613
1003,15,20.186647153243033
1004,21,20.849380140132375
1005,21,20.837423762485955
1006,16,19.23847412986308
1007,14,19.37660615089404
1008,21,19.87590749871354
1009,20,19.17033895828919
1010,18,20.556795281678447
1011,15,19.830306763477324
1012,19,21.140416820749707
1013,12,19.168397295214138
1014,13,20.25863116892311
1015,20,20.641528353352818
1016,16,20.129588321983853
1017,14,19.205284751356846
1018,21,21.046563289311557
1019,12,19.04724947202774
1020,19,19.88569292206475
1021,17,20.31263304348256
1022,14,20.888028546910853
1023,16,19.3985171744766
1024,18,20.79755202731565
1025,11,20.099021043408523
1026,15,20.755456592212912
1027,21,19.035790269735617
1028,17,19.90451761784511
1029,12,19.345945220014666
1030,18,20.38389786119738
1031,19,19.867871425823868
1032,9,19.038009619214787
1033,17,19.387079713693023
1034,24,20.483774795873003
1035,13,20.090371493467522
1036,16,19.66236334175734
1037,18,20.103634326685857
1038,15,19.79911200706484
1039,19,18.999954499485263
1040,17,18.831362283622767
1041,19,19.719166464867186
1042,22,21.97391394846208
1043,17,20.291959950439363
1044,14,19.845962928266214
1045,16,21.176402357241535
1046,17,19.45119761222186
1047,9,20.600547240882552
1048,16,20.506015784140924
1049,16,20.157188253074782
1050,17,21.311926691464315
1051,11,20.12210476251741
1052,12,19.015470526474996
1053,14,20.58693837399925
1054,10,20.526573835584294
1055,19,20.835638160263294
1056,17,19.43312600047471
1057,10,20.802160170066312
1058,8,19.87164907196458
1059,14,19.924845979472487
1060,14,19.01165398248701
1061,16,18.037915734554296
1062,13,18.838519791348688
1063,18,21.54141437749832
1064,15,18.91023787277955
1065,7,20.042632686916107
1066,21,19.471227434088348
1067,18,19.34490664332724
1068,9,20.992409346771684
1069,9,21.82525435864346
1070,15,19.980793893264316
1071,10,20.09134766510224
1072,16,20.088949648507008
1073,18,19.544405295352206
1074,9,20.125488580143035
1075,15,20.70473381511361
1076,12,20.139817369149178
1077,17,19.829778238866393
1078,12,20.498759037424975
1079,20,20.78385908513696
1080,18,20.453081286104354
1081,14,19.577559349607306
1082,14,19.166901321407344
1083,18,19.528675493790814
1084,12,20.629328911588132
1085,20,21.794108898582795
1086,15,20.448506501509808
1087,11,20.43877355732532
1088,16,21.04972848712479
1089,17,19.36845387668922
1090,18,18.85014597021512
1091,13,19.957769775803136
1092,16,20.106125431048774
1093,11,21.03590063285394
1094,24,18.757828821661363
1095,15,20.894314518765444
1096,23,19.748482401390287
1097,19,20.06878142156984
1098,12,19.840415702504714
1099,18,20.229568396365035
1100,18,20.29925974554876
1101,16,20.720580970417952
1102,9,19.62592333140173
1103,11,19.88445848234747
1104,12,20.212117313236035
1105,24,20.16953291710523
1106,9,19.176064695865747
1107,11,19.80251310669439
1108,15,19.557291679693993
1109,24,20.712352712907034
1110,14,19.91939378762793
1111,14,19.011800227796776
1112,17,20.326163209985072
1113,21,20.45739123269859
1114,15,21.007305411573594
1115,23,20.55051650297288
1116,26,19.76543292915591
1117,20,19.25972724793337
1118,13,18.90758102906039
1119,20,21.009731988835828
1120,15,19.287901892287046
1121,17,20.01855256530253
1122,13,19.748831556795746
1123,11,19.955004902605673
1124,16,20.735667725033856
1125,17,20.574246311832777
1126,13,19.34340884282089
1127,14,20.42368829390621
1128,15,18.951581083537814
1129,23,20.146016396444516
1130,17,19.922384586055095
1131,16,20.151668195402515
1132,9,19.677430532878272
1133,9,19.77173053026119
1134,13,19.10260194105846
1135,19,20.67167446895613
1136,5,19.87513957094254
1137,9,19.929558507573567
1138,12,20.794995663832726
1139,11,20.32070157125446
1140,19,19.826467846536058
1141,13,20.288434406900347
1142,14,20.574797554491944
1143,12,19.73616537904648
1144,19,19.4887462900324
1145,20,19.247722502578345
1146,13,20.222664979571064
1147,15,19.981871191083993
1148,19,20.772821709955032
1149,20,19.613531490041254
1150,10,19.346224121253336
